project,dataset,model_name,volume_id,samples,sncc,ged,iou_spleen,iou_liver,iou_mean,dice_spleen,dice_liver,dice_mean,surface_distance_prtogt_spleen,surface_distance_prtogt_liver,surface_distance_prtogt_mean,surface_distance_gttopr_spleen,surface_distance_gttopr_liver,surface_distance_gttopr_mean,surface_distance_avg_spleen,surface_distance_avg_liver,surface_distance_avg_mean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,full_bayesian_UKB_v4,1821292_20201_2_0,10,,,0.28818960366460866,0.20672262581397974,0.2474561147392942,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1821500_20201_2_0,10,,,0.4545362494937222,0.8178631574824736,0.636199703488098,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1821597_20201_2_0,10,,,0.3493000874890639,0.13623682579045257,0.2427684566397582,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1821747_20201_2_0,10,,,0.19574150168098617,0.22600563622982894,0.21087356895540754,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1821814_20201_2_0,10,,,0,0.061465943907612536,0.030732971953806268,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1822179_20201_2_0,10,,,0,0.37348332936818135,0.18674166468409067,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1822366_20201_2_0,10,,,0.20394554042789664,0.14812596269039877,0.1760357515591477,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1822441_20201_2_0,10,,,0,0.4070661636680209,0.20353308183401045,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1822817_20201_2_0,10,,,0,0.7422569763876111,0.37112848819380556,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1823345_20201_2_0,10,,,0.006162345941351466,0.10719006703805117,0.05667620648970132,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1823455_20201_2_0,10,,,0.26874700527072354,0.24435013538846073,0.2565485703295921,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1823818_20201_2_0,10,,,0.17989903625516293,0.7270935768360259,0.4534963065455944,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1823849_20201_2_0,10,,,0.8648325358851675,0.8571842200506695,0.8610083779679185,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1824044_20201_2_0,10,,,0.19214501510574017,0.09768895177455489,0.14491698344014753,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1824402_20201_2_0,10,,,0.6600216164284857,0.7720833778075967,0.7160524971180412,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1824897_20201_2_0,10,,,0.6998158379373849,0.8537441056271613,0.7767799717822731,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1824920_20201_2_0,10,,,0.8215300431442703,0.8130526225427075,0.8172913328434889,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1825112_20201_2_0,10,,,0.81003998223012,0.8108117668699504,0.8104258745500352,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1825127_20201_2_0,10,,,0.8224779124717485,0.8432324492979719,0.8328551808848602,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1825395_20201_2_0,10,,,0.05455407969639469,0,0.027277039848197345,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1826081_20201_2_0,10,,,0.5092712376024149,0.5564040624431803,0.5328376500227976,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1826492_20201_2_0,10,,,0.6377203417324537,0.8545174340204199,0.7461188878764369,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1826537_20201_2_0,10,,,0.024113475177304965,0.15686715551756714,0.09049031534743605,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1826754_20201_2_0,10,,,0.766819072501633,0.8887091964306196,0.8277641344661263,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1826861_20201_2_0,10,,,0.622747047855811,0.8114136507971632,0.7170803493264871,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1826939_20201_2_0,10,,,0.8718591595356189,0.8281738766542868,0.8500165180949528,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1827282_20201_2_0,10,,,0,0.22119845781872835,0.11059922890936418,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1827375_20201_2_0,10,,,0.1641907740422205,0.08878322550471587,0.12648699977346817,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1827574_20201_2_0,10,,,0.014022140221402213,0.17589735260678901,0.09495974641409562,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1828343_20201_2_0,10,,,0.1581846799580273,0.2131823851098532,0.18568353253394027,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1828674_20201_2_0,10,,,0.6740196078431373,0.8731805672067935,0.7736000875249653,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1828691_20201_2_0,10,,,0.15561319007039645,0.1648605868744673,0.1602368884724319,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1829040_20201_2_0,10,,,0.6429086711874188,0.7875005271370135,0.7152045991622161,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1829094_20201_2_0,10,,,0.8182840616966581,0.8014975306675163,0.8098907961820871,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1829367_20201_2_0,10,,,0.632695652173913,0.8105011811923692,0.7215984166831411,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1829583_20201_2_0,10,,,0.7914424111948332,0.8117920465441308,0.8016172288694821,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1829721_20201_2_0,10,,,0.1802484095728567,0.11448268374769298,0.14736554666027485,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1829733_20201_2_0,10,,,0.6831498729889924,0.8287042221973345,0.7559270475931634,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1829804_20201_2_0,10,,,0.8402265849305501,0.8973962843422814,0.8688114346364157,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1830556_20201_2_0,10,,,0.9000602706701003,0.8655923863083329,0.8828263284892166,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1830739_20201_2_0,10,,,0,0.2212974486621033,0.11064872433105165,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1830771_20201_2_0,10,,,0.3358338141950375,0.2199618563254927,0.2778978352602651,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1830901_20201_2_0,10,,,0.20265486725663717,0.10415802141256536,0.15340644433460127,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1831401_20201_2_0,10,,,0,0.5845547087352769,0.29227735436763846,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1831425_20201_2_0,10,,,0.8380178500066604,0.8846059343273021,0.8613118921669812,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1832063_20201_2_0,10,,,0.26976,0,0.13488,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1832443_20201_2_0,10,,,0,0.29330092936384705,0.14665046468192353,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1832642_20201_2_0,10,,,0.27850988342625443,0.23266099309790256,0.25558543826207847,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1832801_20201_2_0,10,,,0.15339308578745198,0.26628146555585414,0.20983727567165306,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1833266_20201_2_0,10,,,0.028712871287128714,0.19252049863342444,0.11061668496027657,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1833270_20201_2_0,10,,,0.7956737034141256,0.8654104187754526,0.8305420610947891,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1833325_20201_2_0,10,,,0.016876634181126695,0.1373931623931624,0.07713489828714455,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1833731_20201_2_0,10,,,0.2593856655290102,0.519361683317125,0.3893736744230676,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1833928_20201_2_0,10,,,0.8192432128288085,0.8821625658686362,0.8507028893487223,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1834209_20201_2_0,10,,,0.5801725033773252,0.651484268588375,0.6158283859828502,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1834222_20201_2_0,10,,,0.8227639598089277,0.773182873577496,0.7979734166932119,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1834280_20201_2_0,10,,,0.13290610197826694,0.1992653810835629,0.16608574153091493,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1834373_20201_2_0,10,,,0.7097804945818282,0.6815944158706834,0.6956874552262557,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1834449_20201_2_0,10,,,0.20653809328409245,0.10365374844103653,0.1550959208625645,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1834656_20201_2_0,10,,,0.8562691131498471,0.8490369248885524,0.8526530190191998,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1834748_20201_2_0,10,,,0.7503226731679334,0.8469859467455622,0.7986543099567478,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1835131_20201_2_0,10,,,0.1295615968650502,0.20866423275245588,0.16911291480875304,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1835622_20201_2_0,10,,,0.8259881503124746,0.7293701781965888,0.7776791642545318,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1835889_20201_2_0,10,,,0.8151038132718144,0.8777779617792203,0.8464408875255174,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1836120_20201_2_0,10,,,0.693624842797717,0.65219241425613,0.6729086285269235,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1836151_20201_2_0,10,,,0.20201454952434247,0.11371640407784986,0.15786547680109617,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1836486_20201_2_0,10,,,0.06598034627983154,0.4650974025974026,0.26553887443861707,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1837212_20201_2_0,10,,,0.6047709923664122,0.852025618111409,0.7283983052389106,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1837307_20201_2_0,10,,,0.024175824175824177,0.4431040104336485,0.23363991730473635,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1837576_20201_2_0,10,,,0.6912946134597656,0.8153486030022183,0.7533216082309919,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1837963_20201_2_0,10,,,0.27218636546994757,0.10772833723653395,0.18995735135324077,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1838170_20201_2_0,10,,,0.08545876117919841,0.13765730007667673,0.11155803062793757,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1839002_20201_2_0,10,,,0.002320185614849188,0.41531850921085106,0.20881934741285013,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1839574_20201_2_0,10,,,0.8039945593814876,0.8575755574217534,0.8307850584016205,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1839591_20201_2_0,10,,,0.6951276829077236,0.7962299446003309,0.7456788137540273,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1840451_20201_2_0,10,,,0.16867374425606085,0.15636704119850187,0.16252039272728136,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1840465_20201_2_0,10,,,0.447691496573021,0.11063532921167216,0.2791634128923466,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1840573_20201_2_0,10,,,0.7307692307692307,0.8307635829662261,0.7807664068677285,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1840661_20201_2_0,10,,,0,0.011193387291200275,0.005596693645600137,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1840801_20201_2_0,10,,,0.8497176777182568,0.7725902460209999,0.8111539618696284,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1840854_20201_2_0,10,,,0.8342475772536113,0.8016533934567318,0.8179504853551716,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1841725_20201_2_0,10,,,0.4374475230898405,0.6755703951029494,0.556508959096395,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1842637_20201_2_0,10,,,0.3083886541943271,0.12727918541321334,0.2178339198037702,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1842651_20201_2_0,10,,,0.6881305637982196,0.7503621756881338,0.7192463697431767,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1843007_20201_2_0,10,,,0.7742881518609364,0.3332239848161773,0.5537560683385568,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1843042_20201_2_0,10,,,0.22945002956830277,0.3114775812967746,0.2704638054325387,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1843441_20201_2_0,10,,,0.20627062706270627,0.2850964635156274,0.24568354528916683,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1843571_20201_2_0,10,,,0.5033745781777278,0.7746823367027971,0.6390284574402625,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1843669_20201_2_0,10,,,0.7909540098821741,0.1916779677835478,0.491315988832861,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1843790_20201_2_0,10,,,0.5565989847715737,0.7398316505755252,0.6482153176735495,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1844208_20201_2_0,10,,,0.8883697813121272,0.75114556416882,0.8197576727404736,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1844454_20201_2_0,10,,,0.47334351145038167,0.12283575105287786,0.2980896312516298,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1844526_20201_2_0,10,,,0.3078737835446771,0.8113755637227367,0.5596246736337069,,,,,,,,,,,,
0,2,full_bayesian_UKB_v4,1845227_20201_2_0,10,,,0,0.4250358284643369,0.21251791423216845,,,,,,,,,,,,
