"","V1","V2","V3","V4","V5"
"1",0.782631578947368,0.782631578947368,0.782631578947368,0.782631578947368,0.713815789473684
"2",0.653849307778578,0.653849307778578,0.653849307778578,0.653849307778578,0.546369987811223
"3",0.783815789473684,0.777236842105263,0.779342105263158,0.782236842105263,0.738684210526316
"4",0.65946240706138,0.650195966293221,0.653737902533021,0.658544388050525,0.595780405736305
"5",0.772763157894737,0.772631578947368,0.769342105263158,0.770789473684211,0
"6",0.638453698047269,0.643929621029446,0.635882088156536,0.636365241873802,0
"7",0.765263157894737,0.777631578947368,0.772105263157895,0.775394736842105,0
"8",0.634089049059572,0.654143009145004,0.642390299959939,0.65177620826457,0
"9",0.783026315789474,0.77671052631579,0.779605263157895,0.7825,0
"10",0.656066089458743,0.645773211706317,0.654153714790938,0.658590082111434,0
"11",0.773815789473684,0.766315789473684,0.777236842105263,0.765263157894737,0
"12",0.640273069817431,0.612935096919905,0.639989130799626,0.628440325365315,0
