,,,,,,,,,,,,
,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
1,0.779220779220779,0.690909090909091,0.779220779220779,0.690909090909091,0.779220779220779,0.690909090909091,0.766233766233766,0.678571428571429,0.779220779220779,0.690909090909091,0,0
2,0.766233766233766,0.64,0.779220779220779,0.666666666666667,0.779220779220779,0.666666666666667,0.779220779220779,0.679245283018868,0.779220779220779,0.666666666666667,0,0
3,0.805194805194805,0.705882352941177,0.779220779220779,0.666666666666667,0.792207792207792,0.692307692307692,0.779220779220779,0.666666666666667,0.779220779220779,0.666666666666667,0,0
4,0.779220779220779,0.622222222222222,0.753246753246753,0.536585365853659,0.753246753246753,0.536585365853659,0.753246753246753,0.536585365853659,0.753246753246753,0.536585365853659,0,0
5,0.766233766233766,0.608695652173913,0.74025974025974,0.6,0.753246753246753,0.595744680851064,0.74025974025974,0.583333333333333,0.74025974025974,0.6,0,0
6,0.727272727272727,0.588235294117647,0.779220779220779,0.666666666666667,0.779220779220779,0.666666666666667,0.74025974025974,0.583333333333333,0.766233766233766,0.653846153846154,0,0
7,0.792207792207792,0.703703703703704,0.844155844155844,0.76,0.844155844155844,0.76,0.844155844155844,0.76,0.857142857142857,0.775510204081633,0,0
8,0.74025974025974,0.642857142857143,0.74025974025974,0.642857142857143,0.753246753246753,0.654545454545455,0.753246753246753,0.654545454545455,0.74025974025974,0.642857142857143,0,0
9,0.805194805194805,0.634146341463415,0.753246753246753,0.558139534883721,0.74025974025974,0.523809523809524,0.753246753246753,0.558139534883721,0.753246753246753,0.558139534883721,0,0
10,0.753246753246753,0.577777777777778,0.779220779220779,0.638297872340425,0.779220779220779,0.638297872340425,0.779220779220779,0.638297872340425,0.766233766233766,0.608695652173913,0,0
11,0.779220779220779,0.653061224489796,0.818181818181818,0.72,0.818181818181818,0.72,0.831168831168831,0.73469387755102,0.818181818181818,0.72,0,0
12,0.779220779220779,0.622222222222222,0.792207792207792,0.636363636363636,0.792207792207792,0.636363636363636,0.779220779220779,0.604651162790698,0.779220779220779,0.622222222222222,0,0
13,0.792207792207792,0.724137931034483,0.766233766233766,0.678571428571428,0.727272727272727,0.618181818181818,0.701298701298701,0.596491228070176,0.766233766233766,0.678571428571428,0,0
14,0.818181818181818,0.681818181818182,0.818181818181818,0.695652173913043,0.779220779220779,0.604651162790698,0.805194805194805,0.693877551020408,0.792207792207792,0.636363636363636,0,0
15,0.792207792207792,0.692307692307692,0.779220779220779,0.690909090909091,0.779220779220779,0.690909090909091,0.766233766233766,0.678571428571429,0.779220779220779,0.690909090909091,0,0
16,0.766233766233766,0.608695652173913,0.792207792207792,0.652173913043478,0.792207792207792,0.666666666666667,0.792207792207792,0.652173913043478,0.792207792207792,0.652173913043478,0,0
17,0.74025974025974,0.642857142857143,0.74025974025974,0.642857142857143,0.74025974025974,0.642857142857143,0.74025974025974,0.642857142857143,0.74025974025974,0.642857142857143,0,0
18,0.74025974025974,0.62962962962963,0.753246753246753,0.641509433962264,0.727272727272727,0.60377358490566,0.753246753246753,0.641509433962264,0.753246753246753,0.641509433962264,0,0
19,0.818181818181818,0.75,0.753246753246753,0.641509433962264,0.753246753246753,0.641509433962264,0.714285714285714,0.541666666666667,0.753246753246753,0.641509433962264,0,0
20,0.831168831168831,0.754716981132075,0.805194805194805,0.736842105263158,0.792207792207792,0.714285714285714,0.792207792207792,0.714285714285714,0.805194805194805,0.736842105263158,0,0
21,0.753246753246753,0.654545454545455,0.779220779220779,0.701754385964912,0.779220779220779,0.690909090909091,0.792207792207792,0.714285714285714,0.779220779220779,0.701754385964912,0,0
22,0.818181818181818,0.681818181818182,0.792207792207792,0.6,0.779220779220779,0.604651162790698,0.792207792207792,0.619047619047619,0.792207792207792,0.6,0,0
23,0.818181818181818,0.708333333333333,0.818181818181818,0.72,0.805194805194805,0.693877551020408,0.805194805194805,0.716981132075472,0.818181818181818,0.72,0,0
24,0.792207792207792,0.703703703703704,0.818181818181818,0.75,0.818181818181818,0.75,0.779220779220779,0.721311475409836,0.818181818181818,0.75,0,0
25,0.714285714285714,0.541666666666667,0.727272727272727,0.571428571428571,0.727272727272727,0.571428571428571,0.727272727272727,0.571428571428571,0.727272727272727,0.571428571428571,0,0
26,0.792207792207792,0.703703703703704,0.727272727272727,0.571428571428571,0.727272727272727,0.571428571428571,0.714285714285714,0.576923076923077,0.727272727272727,0.571428571428571,0,0
27,0.818181818181818,0.708333333333333,0.792207792207792,0.692307692307692,0.779220779220779,0.690909090909091,0.74025974025974,0.642857142857143,0.792207792207792,0.692307692307692,0,0
28,0.792207792207792,0.692307692307692,0.753246753246753,0.595744680851064,0.753246753246753,0.577777777777778,0.766233766233766,0.64,0.753246753246753,0.577777777777778,0,0
29,0.779220779220779,0.638297872340426,0.805194805194805,0.693877551020408,0.792207792207792,0.666666666666667,0.792207792207792,0.666666666666667,0.818181818181818,0.72,0,0
30,0.831168831168831,0.697674418604651,0.792207792207792,0.652173913043478,0.818181818181818,0.681818181818182,0.818181818181818,0.681818181818182,0.792207792207792,0.652173913043478,0,0
31,0.74025974025974,0.565217391304348,0.753246753246753,0.595744680851064,0.753246753246753,0.577777777777778,0.766233766233766,0.64,0.753246753246753,0.577777777777778,0,0
32,0.753246753246753,0.627450980392157,0.779220779220779,0.690909090909091,0.779220779220779,0.690909090909091,0.805194805194805,0.716981132075472,0.792207792207792,0.703703703703704,0,0
33,0.805194805194805,0.693877551020408,0.805194805194805,0.693877551020408,0.766233766233766,0.608695652173913,0.805194805194805,0.680851063829787,0.779220779220779,0.638297872340426,0,0
34,0.753246753246753,0.612244897959184,0.766233766233766,0.625,0.766233766233766,0.625,0.727272727272727,0.553191489361702,0.766233766233766,0.625,0,0
35,0.831168831168831,0.745098039215686,0.831168831168831,0.745098039215686,0.805194805194805,0.693877551020408,0.779220779220779,0.666666666666667,0.831168831168831,0.745098039215686,0,0
36,0.805194805194805,0.615384615384615,0.792207792207792,0.619047619047619,0.753246753246753,0.512820512820513,0.792207792207792,0.619047619047619,0.792207792207792,0.619047619047619,0,0
37,0.766233766233766,0.64,0.727272727272727,0.511627906976744,0.74025974025974,0.545454545454545,0.727272727272727,0.487804878048781,0.727272727272727,0.511627906976744,0,0
38,0.753246753246753,0.577777777777778,0.74025974025974,0.5,0.753246753246753,0.536585365853659,0.74025974025974,0.5,0.74025974025974,0.5,0,0
39,0.818181818181818,0.730769230769231,0.805194805194805,0.693877551020408,0.818181818181818,0.708333333333333,0.805194805194805,0.693877551020408,0.805194805194805,0.693877551020408,0,0
40,0.857142857142857,0.744186046511628,0.857142857142857,0.744186046511628,0.87012987012987,0.75,0.831168831168831,0.711111111111111,0.857142857142857,0.744186046511628,0,0
41,0.857142857142857,0.755555555555556,0.857142857142857,0.755555555555556,0.87012987012987,0.772727272727273,0.857142857142857,0.765957446808511,0.87012987012987,0.772727272727273,0,0
42,0.779220779220779,0.666666666666667,0.805194805194805,0.716981132075472,0.805194805194805,0.716981132075472,0.805194805194805,0.705882352941177,0.792207792207792,0.692307692307692,0,0
43,0.818181818181818,0.708333333333333,0.818181818181818,0.72,0.805194805194805,0.693877551020408,0.792207792207792,0.692307692307692,0.818181818181818,0.72,0,0
44,0.779220779220779,0.622222222222222,0.766233766233766,0.590909090909091,0.779220779220779,0.638297872340425,0.805194805194805,0.705882352941177,0.766233766233766,0.590909090909091,0,0
45,0.792207792207792,0.636363636363636,0.779220779220779,0.638297872340425,0.753246753246753,0.627450980392157,0.753246753246753,0.612244897959184,0.779220779220779,0.638297872340425,0,0
46,0.792207792207792,0.636363636363636,0.74025974025974,0.5,0.753246753246753,0.536585365853658,0.74025974025974,0.5,0.74025974025974,0.5,0,0
47,0.792207792207792,0.6,0.818181818181818,0.681818181818182,0.818181818181818,0.681818181818182,0.792207792207792,0.666666666666667,0.818181818181818,0.681818181818182,0,0
