"","V1","V2","V3","V4","V5"
"24753",0,0,0,0,0
"24754",0,0,0,0,0
"24755",0,0,0,0,0
"24756",0,0,0,0,0
"24757",0,0,0,0,0
"24758",0,0,0,0,0
"24759",0,0,0,0,0
"24760",0,0,0,0,0
"24761",1,1,1,1,1
"24762",1,1,1,1,1
"24763",0,0,0,0,0
"24764",0,0,0,0,0
"24765",1,1,1,1,1
"24766",0,0,0,0,0
"24767",0,0,0,0,0
"24768",0,0,0,0,0
"24769",0,0,0,0,0
"24770",0,0,0,0,0
"24771",0,0,0,0,0
"24772",0,0,0,0,0
"24773",1,1,1,1,1
"24774",0,0,0,0,0
"24775",0,0,0,0,0
"24776",0,0,0,0,0
"24777",0,0,0,0,0
"24778",0,0,0,0,0
"24779",0,0,0,0,0
"24780",0,0,0,0,0
"24781",0,0,0,0,0
"24782",1,1,1,1,1
"24783",1,1,1,1,1
"24784",1,1,1,1,1
"24785",0,0,0,0,0
"24786",1,1,1,1,1
"24787",0,0,0,0,0
"24788",0,0,0,0,0
"24789",0,0,0,0,0
"24790",0,0,0,0,0
"24791",1,1,1,1,1
"24792",0,0,0,0,0
"24793",1,1,1,1,1
"24794",0,0,0,0,0
"24795",0,0,0,0,0
"24796",0,0,0,0,0
"24797",1,1,1,1,1
"24798",1,1,1,1,1
"24799",0,0,0,0,0
"24800",0,0,0,0,0
"24801",0,0,0,0,0
"24802",0,0,0,0,0
"24803",0,0,0,0,0
"24804",0,0,0,0,0
"24805",0,0,0,0,0
"24806",0,0,0,0,0
"24807",0,0,0,0,0
"24808",0,0,0,0,0
"24809",0,0,0,0,0
"24810",0,0,0,0,0
"24811",0,0,0,0,0
"24812",0,0,0,0,0
"24813",1,1,1,1,1
"24814",1,1,1,1,1
"24815",1,1,1,1,1
"24816",0,0,0,0,0
"24817",1,1,1,1,1
"24818",1,1,1,1,1
"24819",1,1,1,1,1
"24820",0,0,0,0,0
"24821",0,0,0,0,0
"24822",0,0,0,0,0
"24823",0,0,0,0,0
"24824",0,0,0,0,0
"24825",0,0,0,0,0
"24826",1,1,1,1,1
"24827",0,0,0,0,0
"24828",0,0,0,0,0
"24829",0,0,0,0,0
"24830",1,1,1,1,1
"24831",0,0,0,0,0
"24832",0,0,0,0,0
"24833",0,0,0,0,0
"24834",1,1,1,1,1
"24835",0,0,0,0,0
"24836",0,0,0,0,0
"24837",0,0,0,0,0
"24838",0,0,0,0,0
"24839",1,1,1,1,1
"24840",0,0,0,0,0
"24841",0,0,0,0,0
"24842",1,1,1,1,1
"24843",0,0,0,0,0
"24844",0,0,0,0,0
"24845",0,0,0,0,0
"24846",1,1,1,1,1
"24847",0,0,0,0,0
"24848",1,1,1,1,1
"24849",1,1,1,1,1
"24850",0,0,0,0,0
"24851",0,0,0,0,0
"24852",0,0,0,0,0
"24853",0,0,0,0,0
"24854",0,0,0,0,0
"24855",0,0,0,0,0
"24856",0,0,0,0,0
"24857",0,0,0,0,0
"24858",0,0,0,0,0
"24859",1,1,1,1,1
"24860",1,1,1,1,1
"24861",0,0,0,0,0
"24862",0,0,0,0,0
"24863",1,1,1,1,1
"24864",0,0,0,0,0
"24865",0,0,0,0,0
"24866",0,0,0,0,0
"24867",0,0,0,0,0
"24868",0,0,0,0,0
"24869",1,1,1,1,1
"24870",0,0,0,0,0
"24871",0,0,0,0,0
"24872",1,1,1,1,1
"24873",0,0,0,0,0
"24874",1,1,1,1,1
"24875",0,0,0,0,0
"24876",0,0,0,0,0
"24877",0,0,0,0,0
"24878",0,0,0,0,0
"24879",0,0,0,0,0
"24880",0,0,0,0,0
"24881",1,1,1,1,1
"24882",1,1,1,1,1
"24883",1,1,1,1,1
"24884",0,0,0,0,0
"24885",0,0,0,0,0
"24886",0,0,0,0,0
"24887",0,0,0,0,0
"24888",0,0,0,0,0
"24889",0,0,0,0,0
"24890",0,0,0,0,0
"24891",0,0,0,0,0
"24892",0,0,0,0,0
"24893",0,0,0,0,0
"24894",0,0,0,0,0
"24895",1,1,1,1,1
"24896",1,1,1,1,1
"24897",1,1,1,1,1
"24898",0,0,0,0,0
"24899",1,1,1,1,1
"24900",1,1,1,1,1
"24901",1,1,1,1,1
"24902",0,0,0,0,0
"24903",0,0,0,0,0
"24904",0,0,0,0,0
"24905",0,0,0,0,0
"24906",1,1,1,1,1
"24907",0,0,0,0,0
"24908",1,1,1,1,1
"24909",0,0,0,0,0
"24910",0,0,0,0,0
"24911",0,0,0,0,0
"24912",0,0,0,0,0
"24913",0,0,0,0,0
"24914",0,0,0,0,0
"24915",0,0,0,0,0
"24916",1,1,1,1,1
"24917",0,0,0,0,0
"24918",0,0,0,0,0
"24919",0,0,0,0,0
"24920",0,0,0,0,0
"24921",0,0,0,0,0
"24922",0,0,0,0,0
"24923",0,0,0,0,0
"24924",1,1,1,1,1
"24925",1,1,1,1,1
"24926",0,0,0,0,0
"24927",1,1,1,1,1
"24928",0,0,0,0,0
"24929",0,0,0,0,0
"24930",0,0,0,0,0
"24931",0,0,0,0,0
"24932",0,0,0,0,0
"24933",0,0,0,0,0
"24934",0,0,0,0,0
"24935",0,0,0,0,0
"24936",0,0,0,0,0
"24937",1,1,1,1,1
"24938",0,0,0,0,0
"24939",0,0,0,0,0
"24940",0,0,0,0,0
"24941",0,0,0,0,0
"24942",0,0,0,0,0
"24943",0,0,0,0,0
"24944",0,0,0,0,0
"24945",0,0,0,0,0
"24946",1,1,1,1,1
"24947",0,0,0,0,0
"24948",1,1,1,1,1
"24949",0,0,0,0,0
"24950",0,0,0,0,0
"24951",0,0,0,0,0
"24952",0,0,0,0,0
"24953",0,0,0,0,0
"24954",1,1,1,1,1
"24955",1,1,1,1,1
"24956",0,0,0,0,0
"24957",0,0,0,0,0
"24958",0,0,0,0,0
"24959",0,0,0,0,0
"24960",0,0,0,0,0
"24961",0,0,0,0,0
"24962",1,1,1,1,1
"24963",0,0,0,0,0
"24964",0,0,0,0,0
"24965",0,0,0,0,0
"24966",0,0,0,0,0
"24967",0,0,0,0,0
"24968",0,0,0,0,0
"24969",1,1,1,1,1
"24970",1,1,1,1,1
"24971",0,0,0,0,0
"24972",1,1,1,1,1
"24973",0,0,0,0,0
"24974",0,0,0,0,0
"24975",0,0,0,0,0
"24976",1,1,1,1,1
"24977",1,1,1,1,1
"24978",0,0,0,0,0
"24979",0,0,0,0,0
"24980",0,0,0,0,0
"24981",0,0,0,0,0
"24982",0,0,0,0,0
"24983",1,1,1,1,1
"24984",0,0,0,0,0
"24985",0,0,0,0,0
"24986",0,0,0,0,0
"24987",0,0,0,0,0
"24988",0,0,0,0,0
"24989",1,1,1,1,1
"24990",0,0,0,0,0
"24991",0,0,0,0,0
"24992",1,1,1,1,1
"24993",0,0,0,0,0
"24994",0,0,0,0,0
"24995",0,0,0,0,0
"24996",0,0,0,0,0
"24997",0,0,0,0,0
"24998",1,1,1,1,1
"24999",0,0,0,0,0
"25000",1,1,1,1,1
"25001",0,0,0,0,0
"25002",0,0,0,0,0
"25003",1,1,1,1,1
"25004",0,0,0,0,0
"25005",1,1,1,1,1
"25006",0,0,0,0,0
"25007",0,0,0,0,0
"25008",0,0,0,0,0
"25009",0,0,0,0,0
"25010",0,0,0,0,0
"25011",0,0,0,0,0
"25012",1,1,1,1,1
"25013",0,0,0,0,0
"25014",0,0,0,0,0
"25015",0,0,0,0,0
"25016",0,0,0,0,0
"25017",0,0,0,0,0
"25018",1,1,1,1,1
"25019",0,0,0,0,0
"25020",0,0,0,0,0
"25021",1,1,1,1,1
"25022",0,0,0,0,0
"25023",0,0,0,0,0
"25024",0,0,0,0,0
"25025",0,0,0,0,0
"25026",0,0,0,0,0
"25027",1,1,1,1,1
"25028",1,1,1,1,1
"25029",0,0,0,0,0
"25030",0,0,0,0,0
"25031",1,1,1,1,1
"25032",0,0,0,0,0
"25033",0,0,0,0,0
"25034",0,0,0,0,0
"25035",0,0,0,0,0
"25036",1,1,1,1,1
"25037",0,0,0,0,0
"25038",0,0,0,0,0
"25039",1,1,1,1,1
"25040",0,0,0,0,0
"25041",0,0,0,0,0
"25042",1,1,1,1,1
"25043",1,1,1,1,1
"25044",0,0,0,0,0
"25045",1,1,1,1,1
"25046",1,1,1,1,1
"25047",0,0,0,0,0
"25048",0,0,0,0,0
"25049",0,0,0,0,0
"25050",0,0,0,0,0
"25051",0,0,0,0,0
"25052",1,1,1,1,1
"25053",1,1,1,1,1
"25054",0,0,0,0,0
"25055",0,0,0,0,0
"25056",0,0,0,0,0
"25057",1,1,1,1,1
"25058",0,0,0,0,0
"25059",0,0,0,0,0
"25060",0,0,0,0,0
"25061",1,1,1,1,1
"25062",0,0,0,0,0
"25063",0,0,0,0,0
"25064",0,0,0,0,0
"25065",1,1,1,1,1
"25066",0,0,0,0,0
"25067",0,0,0,0,0
"25068",0,0,0,0,0
"25069",1,1,1,1,1
"25070",1,1,1,1,1
"25071",0,0,0,0,0
"25072",1,1,1,1,1
"25073",0,0,0,0,0
"25074",0,0,0,0,0
"25075",0,0,0,0,0
"25076",1,1,1,1,1
"25077",0,0,0,0,0
"25078",1,1,1,1,1
"25079",0,0,0,0,0
"25080",0,0,0,0,0
"25081",0,0,0,0,0
"25082",0,0,0,0,0
"25083",0,0,0,0,0
"25084",0,0,0,0,0
"25085",0,0,0,0,0
"25086",0,0,0,0,0
"25087",1,1,1,1,1
"25088",0,0,0,0,0
"25089",0,0,0,0,0
"25090",0,0,0,0,0
"25091",1,1,1,1,1
"25092",0,0,0,0,0
"25093",0,0,0,0,0
"25094",0,0,0,0,0
"25095",0,0,0,0,0
"25096",0,0,0,0,0
"25097",1,1,1,1,1
"25098",0,0,0,0,0
"25099",0,0,0,0,0
"25100",0,0,0,0,0
"25101",1,1,1,1,1
"25102",0,0,0,0,0
"25103",0,0,0,0,0
"25104",0,0,0,0,0
"25105",0,0,0,0,0
"25106",0,0,0,0,0
"25107",1,1,1,1,1
"25108",0,0,0,0,0
"25109",0,0,0,0,0
"25110",0,0,0,0,0
"25111",0,0,0,0,0
"25112",0,0,0,0,0
"25113",0,0,0,0,0
"25114",1,1,1,1,1
"25115",0,0,0,0,0
"25116",1,1,1,1,1
"25117",0,0,0,0,0
"25118",0,0,0,0,0
"25119",0,0,0,0,0
"25120",1,1,1,1,1
"25121",1,1,1,1,1
"25122",0,0,0,0,0
"25123",1,1,1,1,1
"25124",1,1,1,1,1
"25125",1,1,1,1,1
"25126",0,0,0,0,0
"25127",0,0,0,0,0
"25128",1,1,1,1,1
"25129",0,0,0,0,0
"25130",0,0,0,0,0
"25131",0,0,0,0,0
"25132",1,1,1,1,1
"25133",0,0,0,0,0
"25134",0,0,0,0,0
"25135",0,0,0,0,0
"25136",0,0,0,0,0
"25137",0,0,0,0,0
"25138",0,0,0,0,0
"25139",0,0,0,0,0
"25140",0,0,0,0,0
"25141",1,1,1,1,1
"25142",0,0,0,0,0
"25143",0,0,0,0,0
"25144",1,1,1,1,1
"25145",0,0,0,0,0
"25146",0,0,0,0,0
"25147",1,1,1,1,1
"25148",0,0,0,0,0
"25149",0,0,0,0,0
"25150",0,0,0,0,0
"25151",0,0,0,0,0
"25152",0,0,0,0,0
"25153",1,1,1,1,1
"25154",1,1,1,1,1
"25155",0,0,0,0,0
"25156",0,0,0,0,0
"25157",0,0,0,0,0
"25158",0,0,0,0,0
"25159",0,0,0,0,0
"25160",0,0,0,0,0
"25161",0,0,0,0,0
"25162",0,0,0,0,0
"25163",0,0,0,0,0
"25164",0,0,0,0,0
"25165",0,0,0,0,0
"25166",1,1,1,1,1
"25167",0,0,0,0,0
"25168",1,1,1,1,1
"25169",0,0,0,0,0
"25170",0,0,0,0,0
"25171",1,1,1,1,1
"25172",0,0,0,0,0
"25173",1,1,1,1,1
"25174",0,0,0,0,0
"25175",0,0,0,0,0
"25176",1,1,1,1,1
"25177",0,0,0,0,0
"25178",0,0,0,0,0
"25179",0,0,0,0,0
"25180",0,0,0,0,0
"25181",1,1,1,1,1
"25182",0,0,0,0,0
"25183",1,1,1,1,1
"25184",0,0,0,0,0
"25185",1,1,1,1,1
"25186",0,0,0,0,0
"25187",0,0,0,0,0
"25188",1,1,1,1,1
"25189",1,1,1,1,1
"25190",0,0,0,0,0
"25191",1,1,1,1,1
"25192",0,0,0,0,0
"25193",0,0,0,0,0
"25194",0,0,0,0,0
"25195",0,0,0,0,0
"25196",0,0,0,0,0
"25197",0,0,0,0,0
"25198",0,0,0,0,0
"25199",0,0,0,0,0
"25200",0,0,0,0,0
"25201",1,1,1,1,1
"25202",1,1,1,1,1
"25203",0,0,0,0,0
"25204",1,1,1,1,1
"25205",1,1,1,1,1
"25206",0,0,0,0,0
"25207",1,1,1,1,1
"25208",0,0,0,0,0
"25209",0,0,0,0,0
"25210",0,0,0,0,0
"25211",0,0,0,0,0
"25212",0,0,0,0,0
"25213",1,1,1,1,1
"25214",0,0,0,0,0
"25215",0,0,0,0,0
"25216",0,0,0,0,0
"25217",0,0,0,0,0
"25218",1,1,1,1,1
"25219",0,0,0,0,0
"25220",0,0,0,0,0
"25221",0,0,0,0,0
"25222",0,0,0,0,0
"25223",1,1,1,1,1
"25224",0,0,0,0,0
"25225",0,0,0,0,0
"25226",0,0,0,0,0
"25227",0,0,0,0,0
"25228",1,1,1,1,1
"25229",1,1,1,1,1
"25230",0,0,0,0,0
"25231",0,0,0,0,0
"25232",0,0,0,0,0
"25233",0,0,0,0,0
"25234",0,0,0,0,0
"25235",0,0,0,0,0
"25236",0,0,0,0,0
"25237",1,1,1,1,1
"25238",0,0,0,0,0
"25239",0,0,0,0,0
"25240",1,1,1,1,1
"25241",1,1,1,1,1
"25242",1,1,1,1,1
"25243",0,0,0,0,0
"25244",0,0,0,0,0
"25245",0,0,0,0,0
"25246",0,0,0,0,0
"25247",0,0,0,0,0
"25248",0,0,0,0,0
"25249",1,1,1,1,1
"25250",0,0,0,0,0
"25251",0,0,0,0,0
"25252",0,0,0,0,0
"25253",1,1,1,1,1
"25254",0,0,0,0,0
"25255",0,0,0,0,0
"25256",0,0,0,0,0
"25257",1,1,1,1,1
"25258",0,0,0,0,0
"25259",0,0,0,0,0
"25260",0,0,0,0,0
"25261",0,0,0,0,0
"25262",0,0,0,0,0
"25263",0,0,0,0,0
"25264",1,1,1,1,1
"25265",0,0,0,0,0
"25266",1,1,1,1,1
"25267",0,0,0,0,0
"25268",0,0,0,0,0
"25269",0,0,0,0,0
"25270",0,0,0,0,0
"25271",1,1,1,1,1
"25272",1,1,1,1,1
"25273",0,0,0,0,0
"25274",0,0,0,0,0
"25275",0,0,0,0,0
"25276",0,0,0,0,0
"25277",1,1,1,1,1
"25278",0,0,0,0,0
"25279",0,0,0,0,0
"25280",1,1,1,1,1
"25281",1,1,1,1,1
"25282",0,0,0,0,0
"25283",0,0,0,0,0
"25284",0,0,0,0,0
"25285",0,0,0,0,0
"25286",0,0,0,0,0
"25287",0,0,0,0,0
"25288",0,0,0,0,0
"25289",0,0,0,0,0
"25290",0,0,0,0,0
"25291",0,0,0,0,0
"25292",0,0,0,0,0
"25293",0,0,0,0,0
"25294",0,0,0,0,0
"25295",1,1,1,1,1
"25296",1,1,1,1,1
"25297",0,0,0,0,0
"25298",0,0,0,0,0
"25299",0,0,0,0,0
"25300",1,1,1,1,1
"25301",0,0,0,0,0
"25302",0,0,0,0,0
"25303",0,0,0,0,0
"25304",0,0,0,0,0
"25305",0,0,0,0,0
"25306",0,0,0,0,0
"25307",1,1,1,1,1
"25308",0,0,0,0,0
"25309",1,1,1,1,1
"25310",0,0,0,0,0
"25311",0,0,0,0,0
"25312",0,0,0,0,0
"25313",1,1,1,1,1
"25314",1,1,1,1,1
"25315",0,0,0,0,0
"25316",1,1,1,1,1
"25317",0,0,0,0,0
"25318",0,0,0,0,0
"25319",1,1,1,1,1
"25320",0,0,0,0,0
"25321",0,0,0,0,0
"25322",0,0,0,0,0
"25323",0,0,0,0,0
"25324",0,0,0,0,0
"25325",1,1,1,1,1
"25326",0,0,0,0,0
"25327",1,1,1,1,1
"25328",0,0,0,0,0
"25329",0,0,0,0,0
"25330",1,1,1,1,1
"25331",0,0,0,0,0
"25332",0,0,0,0,0
"25333",0,0,0,0,0
"25334",0,0,0,0,0
"25335",1,1,1,1,1
"25336",0,0,0,0,0
"25337",0,0,0,0,0
"25338",0,0,0,0,0
"25339",0,0,0,0,0
"25340",1,1,1,1,1
"25341",0,0,0,0,0
"25342",1,1,1,1,1
"25343",0,0,0,0,0
"25344",0,0,0,0,0
"25345",0,0,0,0,0
"25346",0,0,0,0,0
"25347",0,0,0,0,0
"25348",0,0,0,0,0
"25349",0,0,0,0,0
"25350",0,0,0,0,0
"25351",1,1,1,1,1
"25352",1,1,1,1,1
"25353",1,1,1,1,1
"25354",1,1,1,1,1
"25355",1,1,1,1,1
"25356",0,0,0,0,0
"25357",0,0,0,0,0
"25358",1,1,1,1,1
"25359",0,0,0,0,0
"25360",0,0,0,0,0
"25361",1,1,1,1,1
"25362",1,1,1,1,1
"25363",0,0,0,0,0
"25364",0,0,0,0,0
"25365",0,0,0,0,0
"25366",1,1,1,1,1
"25367",0,0,0,0,0
"25368",0,0,0,0,0
"25369",1,1,1,1,1
"25370",0,0,0,0,0
"25371",0,0,0,0,0
"25372",0,0,0,0,0
"25373",1,1,1,1,1
"25374",0,0,0,0,0
"25375",1,1,1,1,1
"25376",0,0,0,0,0
"25377",0,0,0,0,0
"25378",0,0,0,0,0
"25379",1,1,1,1,1
"25380",1,1,1,1,1
"25381",0,0,0,0,0
"25382",1,1,1,1,1
"25383",0,0,0,0,0
"25384",0,0,0,0,0
"25385",1,1,1,1,1
"25386",0,0,0,0,0
"25387",0,0,0,0,0
"25388",0,0,0,0,0
"25389",0,0,0,0,0
"25390",0,0,0,0,0
"25391",0,0,0,0,0
"25392",0,0,0,0,0
"25393",1,1,1,1,1
"25394",0,0,0,0,0
"25395",0,0,0,0,0
"25396",0,0,0,0,0
"25397",1,1,1,1,1
"25398",0,0,0,0,0
"25399",0,0,0,0,0
"25400",0,0,0,0,0
"25401",0,0,0,0,0
"25402",0,0,0,0,0
"25403",0,0,0,0,0
"25404",0,0,0,0,0
"25405",0,0,0,0,0
"25406",0,0,0,0,0
"25407",1,1,1,1,1
"25408",0,0,0,0,0
"25409",0,0,0,0,0
"25410",0,0,0,0,0
"25411",0,0,0,0,0
"25412",0,0,0,0,0
"25413",0,0,0,0,0
"25414",0,0,0,0,0
"25415",0,0,0,0,0
"25416",1,1,1,1,1
"25417",0,0,0,0,0
"25418",0,0,0,0,0
"25419",0,0,0,0,0
"25420",0,0,0,0,0
"25421",1,1,1,1,1
"25422",1,1,1,1,1
"25423",1,1,1,1,1
"25424",1,1,1,1,1
"25425",1,1,1,1,1
"25426",1,1,1,1,1
"25427",0,0,0,0,0
"25428",0,0,0,0,0
"25429",0,0,0,0,0
"25430",1,1,1,1,1
"25431",1,1,1,1,1
"25432",0,0,0,0,0
"25433",0,0,0,0,0
"25434",0,0,0,0,0
"25435",1,1,1,1,1
"25436",0,0,0,0,0
"25437",0,0,0,0,0
"25438",0,0,0,0,0
"25439",0,0,0,0,0
"25440",0,0,0,0,0
"25441",0,0,0,0,0
"25442",0,0,0,0,0
"25443",0,0,0,0,0
"25444",0,0,0,0,0
"25445",0,0,0,0,0
"25446",0,0,0,0,0
"25447",1,1,1,1,1
"25448",1,1,1,1,1
"25449",1,1,1,1,1
"25450",0,0,0,0,0
"25451",0,0,0,0,0
"25452",0,0,0,0,0
"25453",1,1,1,1,1
"25454",0,0,0,0,0
"25455",0,0,0,0,0
"25456",0,0,0,0,0
"25457",1,1,1,1,1
"25458",0,0,0,0,0
"25459",0,0,0,0,0
"25460",0,0,0,0,0
"25461",0,0,0,0,0
"25462",0,0,0,0,0
"25463",0,0,0,0,0
"25464",0,0,0,0,0
"25465",0,0,0,0,0
"25466",1,1,1,1,1
"25467",0,0,0,0,0
"25468",0,0,0,0,0
"25469",1,1,1,1,1
"25470",1,1,1,1,1
"25471",0,0,0,0,0
"25472",1,1,1,1,1
"25473",0,0,0,0,0
"25474",0,0,0,0,0
"25475",0,0,0,0,0
"25476",0,0,0,0,0
"25477",0,0,0,0,0
"25478",0,0,0,0,0
"25479",0,0,0,0,0
"25480",1,1,1,1,1
"25481",1,1,1,1,1
"25482",0,0,0,0,0
"25483",0,0,0,0,0
"25484",0,0,0,0,0
"25485",1,1,1,1,1
"25486",0,0,0,0,0
"25487",0,0,0,0,0
"25488",1,1,1,1,1
"25489",0,0,0,0,0
"25490",0,0,0,0,0
"25491",1,1,1,1,1
"25492",0,0,0,0,0
"25493",0,0,0,0,0
"25494",0,0,0,0,0
"25495",0,0,0,0,0
"25496",0,0,0,0,0
"25497",1,1,1,1,1
"25498",0,0,0,0,0
"25499",0,0,0,0,0
"25500",0,0,0,0,0
"25501",1,1,1,1,1
"25502",1,1,1,1,1
"25503",1,1,1,1,1
"25504",1,1,1,1,1
"25505",0,0,0,0,0
"25506",0,0,0,0,0
"25507",1,1,1,1,1
"25508",0,0,0,0,0
"25509",1,1,1,1,1
"25510",1,1,1,1,1
"25511",0,0,0,0,0
"25512",0,0,0,0,0
"25513",1,1,1,1,1
"25514",0,0,0,0,0
"25515",0,0,0,0,0
"25516",0,0,0,0,0
"25517",0,0,0,0,0
"25518",1,1,1,1,1
"25519",0,0,0,0,0
"25520",0,0,0,0,0
"25521",0,0,0,0,0
"25522",0,0,0,0,0
"25523",1,1,1,1,1
"25524",0,0,0,0,0
"25525",0,0,0,0,0
"25526",0,0,0,0,0
"25527",0,0,0,0,0
"25528",0,0,0,0,0
"25529",1,1,1,1,1
"25530",0,0,0,0,0
"25531",0,0,0,0,0
"25532",0,0,0,0,0
"25533",1,1,1,1,1
"25534",0,0,0,0,0
"25535",1,1,1,1,1
"25536",0,0,0,0,0
"25537",1,1,1,1,1
"25538",0,0,0,0,0
"25539",0,0,0,0,0
"25540",0,0,0,0,0
"25541",1,1,1,1,1
"25542",1,1,1,1,1
"25543",0,0,0,0,0
"25544",0,0,0,0,0
"25545",1,1,1,1,1
"25546",1,1,1,1,1
"25547",0,0,0,0,0
"25548",0,0,0,0,0
"25549",0,0,0,0,0
"25550",0,0,0,0,0
"25551",0,0,0,0,0
"25552",0,0,0,0,0
"25553",0,0,0,0,0
"25554",1,1,1,1,1
"25555",1,1,1,1,1
"25556",0,0,0,0,0
"25557",1,1,1,1,1
"25558",0,0,0,0,0
"25559",0,0,0,0,0
"25560",1,1,1,1,1
"25561",0,0,0,0,0
"25562",0,0,0,0,0
"25563",0,0,0,0,0
"25564",1,1,1,1,1
"25565",1,1,1,1,1
"25566",1,1,1,1,1
"25567",0,0,0,0,0
"25568",1,1,1,1,1
"25569",0,0,0,0,0
"25570",0,0,0,0,0
"25571",0,0,0,0,0
"25572",1,1,1,1,1
"25573",0,0,0,0,0
"25574",0,0,0,0,0
"25575",0,0,0,0,0
"25576",0,0,0,0,0
"25577",0,0,0,0,0
"25578",0,0,0,0,0
"25579",1,1,1,1,1
"25580",1,1,1,1,1
"25581",1,1,1,1,1
"25582",0,0,0,0,0
"25583",0,0,0,0,0
"25584",0,0,0,0,0
"25585",0,0,0,0,0
"25586",1,1,1,1,1
"25587",1,1,1,1,1
"25588",0,0,0,0,0
"25589",0,0,0,0,0
"25590",1,1,1,1,1
"25591",0,0,0,0,0
"25592",1,1,1,1,1
"25593",1,1,1,1,1
"25594",0,0,0,0,0
"25595",0,0,0,0,0
"25596",0,0,0,0,0
"25597",1,1,1,1,1
"25598",0,0,0,0,0
"25599",0,0,0,0,0
"25600",0,0,0,0,0
"25601",0,0,0,0,0
"25602",1,1,1,1,1
"25603",1,1,1,1,1
"25604",0,0,0,0,0
"25605",1,1,1,1,1
"25606",0,0,0,0,0
"25607",1,1,1,1,1
"25608",1,1,1,1,1
"25609",0,0,0,0,0
"25610",1,1,1,1,1
"25611",0,0,0,0,0
"25612",0,0,0,0,0
"25613",0,0,0,0,0
"25614",0,0,0,0,0
"25615",1,1,1,1,1
"25616",0,0,0,0,0
"25617",0,0,0,0,0
"25618",1,1,1,1,1
"25619",0,0,0,0,0
"25620",0,0,0,0,0
"25621",1,1,1,1,1
"25622",1,1,1,1,1
"25623",0,0,0,0,0
"25624",1,1,1,1,1
"25625",0,0,0,0,0
"25626",0,0,0,0,0
"25627",0,0,0,0,0
"25628",1,1,1,1,1
"25629",0,0,0,0,0
"25630",0,0,0,0,0
"25631",1,1,1,1,1
"25632",0,0,0,0,0
"25633",0,0,0,0,0
"25634",0,0,0,0,0
"25635",0,0,0,0,0
"25636",1,1,1,1,1
"25637",0,0,0,0,0
"25638",0,0,0,0,0
"25639",1,1,1,1,1
"25640",1,1,1,1,1
"25641",0,0,0,0,0
"25642",0,0,0,0,0
"25643",0,0,0,0,0
"25644",0,0,0,0,0
"25645",0,0,0,0,0
"25646",1,1,1,1,1
"25647",1,1,1,1,1
"25648",0,0,0,0,0
"25649",0,0,0,0,0
"25650",0,0,0,0,0
"25651",0,0,0,0,0
"25652",0,0,0,0,0
"25653",1,1,1,1,1
"25654",1,1,1,1,1
"25655",0,0,0,0,0
"25656",0,0,0,0,0
"25657",0,0,0,0,0
"25658",0,0,0,0,0
"25659",0,0,0,0,0
"25660",1,1,1,1,1
"25661",1,1,1,1,1
"25662",1,1,1,1,1
"25663",0,0,0,0,0
"25664",0,0,0,0,0
"25665",0,0,0,0,0
"25666",0,0,0,0,0
"25667",0,0,0,0,0
"25668",0,0,0,0,0
"25669",1,1,1,1,1
"25670",0,0,0,0,0
"25671",0,0,0,0,0
"25672",0,0,0,0,0
"25673",0,0,0,0,0
"25674",0,0,0,0,0
"25675",0,0,0,0,0
"25676",0,0,0,0,0
"25677",0,0,0,0,0
"25678",1,1,1,1,1
"25679",0,0,0,0,0
"25680",0,0,0,0,0
"25681",0,0,0,0,0
"25682",0,0,0,0,0
"25683",0,0,0,0,0
"25684",0,0,0,0,0
"25685",1,1,1,1,1
"25686",0,0,0,0,0
"25687",1,1,1,1,1
"25688",0,0,0,0,0
"25689",0,0,0,0,0
"25690",0,0,0,0,0
"25691",0,0,0,0,0
"25692",1,1,1,1,1
"25693",1,1,1,1,1
"25694",1,1,1,1,1
"25695",0,0,0,0,0
"25696",0,0,0,0,0
"25697",0,0,0,0,0
"25698",0,0,0,0,0
"25699",0,0,0,0,0
"25700",0,0,0,0,0
"25701",0,0,0,0,0
"25702",0,0,0,0,0
"25703",1,1,1,1,1
"25704",0,0,0,0,0
"25705",0,0,0,0,0
"25706",1,1,1,1,1
"25707",0,0,0,0,0
"25708",0,0,0,0,0
"25709",0,0,0,0,0
"25710",0,0,0,0,0
"25711",0,0,0,0,0
"25712",0,0,0,0,0
"25713",1,1,1,1,1
"25714",0,0,0,0,0
"25715",1,1,1,1,1
"25716",0,0,0,0,0
"25717",0,0,0,0,0
"25718",0,0,0,0,0
"25719",0,0,0,0,0
"25720",1,1,1,1,1
"25721",0,0,0,0,0
"25722",0,0,0,0,0
"25723",0,0,0,0,0
"25724",0,0,0,0,0
"25725",1,1,1,1,1
"25726",1,1,1,1,1
"25727",1,1,1,1,1
"25728",1,1,1,1,1
"25729",1,1,1,1,1
"25730",0,0,0,0,0
"25731",1,1,1,1,1
"25732",0,0,0,0,0
"25733",1,1,1,1,1
"25734",0,0,0,0,0
"25735",1,1,1,1,1
"25736",0,0,0,0,0
"25737",0,0,0,0,0
"25738",0,0,0,0,0
"25739",1,1,1,1,1
"25740",0,0,0,0,0
"25741",0,0,0,0,0
"25742",1,1,1,1,1
"25743",0,0,0,0,0
"25744",0,0,0,0,0
"25745",0,0,0,0,0
"25746",0,0,0,0,0
"25747",1,1,1,1,1
"25748",0,0,0,0,0
"25749",0,0,0,0,0
"25750",0,0,0,0,0
