"","V1","V2","V3","V4","V5"
"42647",0,0,0,0,0
"42648",0,0,0,0,0
"42649",0,0,0,0,0
"42650",0,0,0,0,0
"42651",1,1,1,1,1
"42652",0,0,0,0,0
"42653",0,0,0,0,0
"42654",0,0,0,0,0
"42655",0,0,0,0,0
"42656",0,0,0,0,0
"42657",0,0,0,0,0
"42658",0,0,0,0,0
"42659",0,0,0,0,0
"42660",0,0,0,0,0
"42661",1,1,1,1,1
"42662",1,1,1,1,1
"42663",1,1,1,1,1
"42664",0,0,0,0,0
"42665",0,0,0,0,0
"42666",0,0,0,0,0
"42667",0,0,0,0,0
"42668",0,0,0,0,0
"42669",1,1,1,1,1
"42670",1,1,1,1,1
"42671",0,0,0,0,0
"42672",0,0,0,0,0
"42673",0,0,0,0,0
"42674",1,1,1,1,1
"42675",1,1,1,1,1
"42676",0,0,0,0,0
"42677",0,0,0,0,0
"42678",0,0,0,0,0
"42679",1,1,1,1,1
"42680",0,0,0,0,0
"42681",0,0,0,0,0
"42682",1,1,1,1,1
"42683",0,0,0,0,0
"42684",0,0,0,0,0
"42685",0,0,0,0,0
"42686",1,1,1,1,1
"42687",0,0,0,0,0
"42688",0,0,0,0,0
"42689",0,0,0,0,0
"42690",1,1,1,1,1
"42691",0,0,0,0,0
"42692",0,0,0,0,0
"42693",0,0,0,0,0
"42694",0,0,0,0,0
"42695",0,0,0,0,0
"42696",0,0,0,0,0
"42697",0,0,0,0,0
"42698",0,0,0,0,0
"42699",0,0,0,0,0
"42700",0,0,0,0,0
"42701",0,0,0,0,0
"42702",1,1,1,1,1
"42703",0,0,0,0,0
"42704",0,0,0,0,0
"42705",0,0,0,0,0
"42706",0,0,0,0,0
"42707",0,0,0,0,0
"42708",1,1,1,1,1
"42709",1,1,1,1,1
"42710",0,0,0,0,0
"42711",0,0,0,0,0
"42712",0,0,0,0,0
"42713",1,1,1,1,1
"42714",0,0,0,0,0
"42715",0,0,0,0,0
"42716",0,0,0,0,0
"42717",0,0,0,0,0
"42718",1,1,1,1,1
"42719",0,0,0,0,0
"42720",0,0,0,0,0
"42721",0,0,0,0,0
"42722",1,1,1,1,1
"42723",0,0,0,0,0
"42724",0,0,0,0,0
"42725",0,0,0,0,0
"42726",0,0,0,0,0
"42727",0,0,0,0,0
"42728",1,1,1,1,1
"42729",0,0,0,0,0
"42730",0,0,0,0,0
"42731",0,0,0,0,0
"42732",0,0,0,0,0
"42733",0,0,0,0,0
"42734",0,0,0,0,0
"42735",0,0,0,0,0
"42736",1,1,1,1,1
"42737",0,0,0,0,0
"42738",1,1,1,1,1
"42739",0,0,0,0,0
"42740",1,1,1,1,1
"42741",0,0,0,0,0
"42742",0,0,0,0,0
"42743",1,1,1,1,1
"42744",0,0,0,0,0
"42745",1,1,1,1,1
"42746",1,1,1,1,1
"42747",1,1,1,1,1
"42748",0,0,0,0,0
"42749",0,0,0,0,0
"42750",0,0,0,0,0
"42751",0,0,0,0,0
"42752",1,1,1,1,1
"42753",0,0,0,0,0
"42754",1,1,1,1,1
"42755",1,1,1,1,1
"42756",0,0,0,0,0
"42757",0,0,0,0,0
"42758",0,0,0,0,0
"42759",0,0,0,0,0
"42760",1,1,1,1,1
"42761",0,0,0,0,0
"42762",0,0,0,0,0
"42763",0,0,0,0,0
"42764",0,0,0,0,0
"42765",0,0,0,0,0
"42766",1,1,1,1,1
"42767",0,0,0,0,0
"42768",0,0,0,0,0
"42769",0,0,0,0,0
"42770",0,0,0,0,0
"42771",0,0,0,0,0
"42772",0,0,0,0,0
"42773",0,0,0,0,0
"42774",1,1,1,1,1
"42775",1,1,1,1,1
"42776",0,0,0,0,0
"42777",0,0,0,0,0
"42778",0,0,0,0,0
"42779",0,0,0,0,0
"42780",0,0,0,0,0
"42781",0,0,0,0,0
"42782",0,0,0,0,0
"42783",1,1,1,1,1
"42784",0,0,0,0,0
"42785",0,0,0,0,0
"42786",0,0,0,0,0
"42787",0,0,0,0,0
"42788",1,1,1,1,1
"42789",0,0,0,0,0
"42790",0,0,0,0,0
"42791",0,0,0,0,0
"42792",1,1,1,1,1
"42793",0,0,0,0,0
"42794",1,1,1,1,1
"42795",0,0,0,0,0
"42796",1,1,1,1,1
"42797",0,0,0,0,0
"42798",0,0,0,0,0
"42799",1,1,1,1,1
"42800",0,0,0,0,0
"42801",1,1,1,1,1
"42802",0,0,0,0,0
"42803",0,0,0,0,0
"42804",0,0,0,0,0
"42805",0,0,0,0,0
"42806",1,1,1,1,1
"42807",1,1,1,1,1
"42808",0,0,0,0,0
"42809",1,1,1,1,1
"42810",0,0,0,0,0
"42811",0,0,0,0,0
"42812",1,1,1,1,1
"42813",0,0,0,0,0
"42814",0,0,0,0,0
"42815",0,0,0,0,0
"42816",1,1,1,1,1
"42817",0,0,0,0,0
"42818",0,0,0,0,0
"42819",0,0,0,0,0
"42820",0,0,0,0,0
"42821",1,1,1,1,1
"42822",1,1,1,1,1
"42823",0,0,0,0,0
"42824",1,1,1,1,1
"42825",0,0,0,0,0
"42826",1,1,1,1,1
"42827",0,0,0,0,0
"42828",0,0,0,0,0
"42829",0,0,0,0,0
"42830",1,1,1,1,1
"42831",1,1,1,1,1
"42832",1,1,1,1,1
"42833",1,1,1,1,1
"42834",1,1,1,1,1
"42835",1,1,1,1,1
"42836",0,0,0,0,0
"42837",0,0,0,0,0
"42838",0,0,0,0,0
"42839",1,1,1,1,1
"42840",1,1,1,1,1
"42841",0,0,0,0,0
"42842",0,0,0,0,0
"42843",1,1,1,1,1
"42844",1,1,1,1,1
"42845",0,0,0,0,0
"42846",0,0,0,0,0
"42847",0,0,0,0,0
"42848",0,0,0,0,0
"42849",1,1,1,1,1
"42850",0,0,0,0,0
"42851",0,0,0,0,0
"42852",0,0,0,0,0
"42853",0,0,0,0,0
"42854",1,1,1,1,1
"42855",0,0,0,0,0
"42856",0,0,0,0,0
"42857",1,1,1,1,1
"42858",0,0,0,0,0
"42859",0,0,0,0,0
"42860",0,0,0,0,0
"42861",0,0,0,0,0
"42862",1,1,1,1,1
"42863",0,0,0,0,0
"42864",1,1,1,1,1
"42865",1,1,1,1,1
"42866",0,0,0,0,0
"42867",0,0,0,0,0
"42868",0,0,0,0,0
"42869",0,0,0,0,0
"42870",0,0,0,0,0
"42871",1,1,1,1,1
"42872",1,1,1,1,1
"42873",0,0,0,0,0
"42874",1,1,1,1,1
"42875",1,1,1,1,1
"42876",0,0,0,0,0
"42877",0,0,0,0,0
"42878",0,0,0,0,0
"42879",0,0,0,0,0
"42880",0,0,0,0,0
"42881",0,0,0,0,0
"42882",0,0,0,0,0
"42883",1,1,1,1,1
"42884",0,0,0,0,0
"42885",0,0,0,0,0
"42886",0,0,0,0,0
"42887",1,1,1,1,1
"42888",0,0,0,0,0
"42889",0,0,0,0,0
"42890",0,0,0,0,0
"42891",0,0,0,0,0
"42892",1,1,1,1,1
"42893",1,1,1,1,1
"42894",0,0,0,0,0
"42895",0,0,0,0,0
"42896",1,1,1,1,1
"42897",1,1,1,1,1
"42898",0,0,0,0,0
"42899",0,0,0,0,0
"42900",1,1,1,1,1
"42901",0,0,0,0,0
"42902",1,1,1,1,1
"42903",0,0,0,0,0
"42904",0,0,0,0,0
"42905",1,1,1,1,1
"42906",1,1,1,1,1
"42907",1,1,1,1,1
"42908",0,0,0,0,0
"42909",0,0,0,0,0
"42910",0,0,0,0,0
"42911",0,0,0,0,0
"42912",1,1,1,1,1
"42913",0,0,0,0,0
"42914",1,1,1,1,1
"42915",0,0,0,0,0
"42916",1,1,1,1,1
"42917",0,0,0,0,0
"42918",0,0,0,0,0
"42919",0,0,0,0,0
"42920",1,1,1,1,1
"42921",0,0,0,0,0
"42922",0,0,0,0,0
"42923",1,1,1,1,1
"42924",0,0,0,0,0
"42925",0,0,0,0,0
"42926",0,0,0,0,0
"42927",0,0,0,0,0
"42928",1,1,1,1,1
"42929",1,1,1,1,1
"42930",0,0,0,0,0
"42931",0,0,0,0,0
"42932",0,0,0,0,0
"42933",0,0,0,0,0
"42934",0,0,0,0,0
"42935",0,0,0,0,0
"42936",0,0,0,0,0
"42937",1,1,1,1,1
"42938",0,0,0,0,0
"42939",0,0,0,0,0
"42940",1,1,1,1,1
"42941",0,0,0,0,0
"42942",0,0,0,0,0
"42943",0,0,0,0,0
"42944",1,1,1,1,1
"42945",0,0,0,0,0
"42946",1,1,1,1,1
"42947",0,0,0,0,0
"42948",0,0,0,0,0
"42949",0,0,0,0,0
"42950",0,0,0,0,0
"42951",0,0,0,0,0
"42952",1,1,1,1,1
"42953",0,0,0,0,0
"42954",0,0,0,0,0
"42955",0,0,0,0,0
"42956",0,0,0,0,0
"42957",1,1,1,1,1
"42958",0,0,0,0,0
"42959",0,0,0,0,0
"42960",0,0,0,0,0
"42961",1,1,1,1,1
"42962",0,0,0,0,0
"42963",0,0,0,0,0
"42964",0,0,0,0,0
"42965",1,1,1,1,1
"42966",0,0,0,0,0
"42967",0,0,0,0,0
"42968",0,0,0,0,0
"42969",1,1,1,1,1
"42970",1,1,1,1,1
"42971",0,0,0,0,0
"42972",0,0,0,0,0
"42973",0,0,0,0,0
"42974",0,0,0,0,0
"42975",1,1,1,1,1
"42976",0,0,0,0,0
"42977",0,0,0,0,0
"42978",0,0,0,0,0
"42979",0,0,0,0,0
"42980",0,0,0,0,0
"42981",1,1,1,1,1
"42982",1,1,1,1,1
"42983",1,1,1,1,1
"42984",1,1,1,1,1
"42985",0,0,0,0,0
"42986",1,1,1,1,1
"42987",0,0,0,0,0
"42988",1,1,1,1,1
"42989",0,0,0,0,0
"42990",0,0,0,0,0
"42991",1,1,1,1,1
"42992",1,1,1,1,1
"42993",0,0,0,0,0
"42994",0,0,0,0,0
"42995",0,0,0,0,0
"42996",1,1,1,1,1
"42997",1,1,1,1,1
"42998",0,0,0,0,0
"42999",0,0,0,0,0
"43000",0,0,0,0,0
"43001",0,0,0,0,0
"43002",0,0,0,0,0
"43003",0,0,0,0,0
"43004",1,1,1,1,1
"43005",1,1,1,1,1
"43006",1,1,1,1,1
"43007",0,0,0,0,0
"43008",0,0,0,0,0
"43009",0,0,0,0,0
"43010",0,0,0,0,0
"43011",0,0,0,0,0
"43012",1,1,1,1,1
"43013",0,0,0,0,0
"43014",1,1,1,1,1
"43015",0,0,0,0,0
"43016",0,0,0,0,0
"43017",0,0,0,0,0
"43018",0,0,0,0,0
"43019",0,0,0,0,0
"43020",0,0,0,0,0
"43021",0,0,0,0,0
"43022",0,0,0,0,0
"43023",0,0,0,0,0
"43024",1,1,1,1,1
"43025",1,1,1,1,1
"43026",0,0,0,0,0
"43027",1,1,1,1,1
"43028",0,0,0,0,0
"43029",0,0,0,0,0
"43030",0,0,0,0,0
"43031",0,0,0,0,0
"43032",0,0,0,0,0
"43033",0,0,0,0,0
"43034",0,0,0,0,0
"43035",0,0,0,0,0
"43036",0,0,0,0,0
"43037",1,1,1,1,1
"43038",0,0,0,0,0
"43039",0,0,0,0,0
"43040",0,0,0,0,0
"43041",0,0,0,0,0
"43042",0,0,0,0,0
"43043",1,1,1,1,1
"43044",1,1,1,1,1
"43045",1,1,1,1,1
"43046",0,0,0,0,0
"43047",0,0,0,0,0
"43048",0,0,0,0,0
"43049",0,0,0,0,0
"43050",0,0,0,0,0
"43051",0,0,0,0,0
"43052",1,1,1,1,1
"43053",0,0,0,0,0
"43054",0,0,0,0,0
"43055",0,0,0,0,0
"43056",1,1,1,1,1
"43057",1,1,1,1,1
"43058",1,1,1,1,1
"43059",1,1,1,1,1
"43060",1,1,1,1,1
"43061",0,0,0,0,0
"43062",0,0,0,0,0
"43063",0,0,0,0,0
"43064",1,1,1,1,1
"43065",1,1,1,1,1
"43066",0,0,0,0,0
"43067",0,0,0,0,0
"43068",0,0,0,0,0
"43069",0,0,0,0,0
"43070",0,0,0,0,0
"43071",0,0,0,0,0
"43072",1,1,1,1,1
"43073",1,1,1,1,1
"43074",0,0,0,0,0
"43075",0,0,0,0,0
"43076",0,0,0,0,0
"43077",0,0,0,0,0
"43078",0,0,0,0,0
"43079",1,1,1,1,1
"43080",1,1,1,1,1
"43081",0,0,0,0,0
"43082",0,0,0,0,0
"43083",1,1,1,1,1
"43084",0,0,0,0,0
"43085",0,0,0,0,0
"43086",0,0,0,0,0
"43087",0,0,0,0,0
"43088",0,0,0,0,0
"43089",0,0,0,0,0
"43090",1,1,1,1,1
"43091",0,0,0,0,0
"43092",0,0,0,0,0
"43093",1,1,1,1,1
"43094",1,1,1,1,1
"43095",0,0,0,0,0
"43096",0,0,0,0,0
"43097",1,1,1,1,1
"43098",0,0,0,0,0
"43099",1,1,1,1,1
"43100",1,1,1,1,1
"43101",0,0,0,0,0
"43102",0,0,0,0,0
"43103",0,0,0,0,0
"43104",0,0,0,0,0
"43105",0,0,0,0,0
"43106",0,0,0,0,0
"43107",0,0,0,0,0
"43108",0,0,0,0,0
"43109",0,0,0,0,0
"43110",0,0,0,0,0
"43111",0,0,0,0,0
"43112",1,1,1,1,1
"43113",0,0,0,0,0
"43114",1,1,1,1,1
"43115",0,0,0,0,0
"43116",0,0,0,0,0
"43117",1,1,1,1,1
"43118",0,0,0,0,0
"43119",0,0,0,0,0
"43120",0,0,0,0,0
"43121",1,1,1,1,1
"43122",1,1,1,1,1
"43123",1,1,1,1,1
"43124",0,0,0,0,0
"43125",1,1,1,1,1
"43126",1,1,1,1,1
"43127",1,1,1,1,1
"43128",0,0,0,0,0
"43129",1,1,1,1,1
"43130",1,1,1,1,1
"43131",0,0,0,0,0
"43132",1,1,1,1,1
"43133",0,0,0,0,0
"43134",0,0,0,0,0
"43135",0,0,0,0,0
"43136",1,1,1,1,1
"43137",1,1,1,1,1
"43138",1,1,1,1,1
"43139",0,0,0,0,0
"43140",0,0,0,0,0
"43141",0,0,0,0,0
"43142",1,1,1,1,1
"43143",1,1,1,1,1
"43144",0,0,0,0,0
"43145",0,0,0,0,0
"43146",1,1,1,1,1
"43147",0,0,0,0,0
"43148",1,1,1,1,1
"43149",0,0,0,0,0
"43150",0,0,0,0,0
"43151",0,0,0,0,0
"43152",0,0,0,0,0
"43153",0,0,0,0,0
"43154",1,1,1,1,1
"43155",1,1,1,1,1
"43156",0,0,0,0,0
"43157",0,0,0,0,0
"43158",0,0,0,0,0
"43159",0,0,0,0,0
"43160",0,0,0,0,0
"43161",0,0,0,0,0
"43162",0,0,0,0,0
"43163",0,0,0,0,0
"43164",0,0,0,0,0
"43165",1,1,1,1,1
"43166",0,0,0,0,0
"43167",0,0,0,0,0
"43168",0,0,0,0,0
"43169",1,1,1,1,1
"43170",0,0,0,0,0
"43171",1,1,1,1,1
"43172",0,0,0,0,0
"43173",0,0,0,0,0
"43174",1,1,1,1,1
"43175",0,0,0,0,0
"43176",1,1,1,1,1
"43177",0,0,0,0,0
"43178",0,0,0,0,0
"43179",1,1,1,1,1
"43180",1,1,1,1,1
"43181",0,0,0,0,0
"43182",0,0,0,0,0
"43183",0,0,0,0,0
"43184",0,0,0,0,0
"43185",0,0,0,0,0
"43186",0,0,0,0,0
"43187",1,1,1,1,1
"43188",1,1,1,1,1
"43189",0,0,0,0,0
"43190",0,0,0,0,0
"43191",1,1,1,1,1
"43192",0,0,0,0,0
"43193",1,1,1,1,1
"43194",0,0,0,0,0
"43195",1,1,1,1,1
"43196",0,0,0,0,0
"43197",0,0,0,0,0
"43198",0,0,0,0,0
"43199",1,1,1,1,1
"43200",1,1,1,1,1
"43201",1,1,1,1,1
"43202",0,0,0,0,0
"43203",0,0,0,0,0
"43204",0,0,0,0,0
"43205",0,0,0,0,0
"43206",0,0,0,0,0
"43207",1,1,1,1,1
"43208",1,1,1,1,1
"43209",0,0,0,0,0
"43210",0,0,0,0,0
"43211",0,0,0,0,0
"43212",0,0,0,0,0
"43213",1,1,1,1,1
"43214",1,1,1,1,1
"43215",1,1,1,1,1
"43216",1,1,1,1,1
"43217",1,1,1,1,1
"43218",0,0,0,0,0
"43219",1,1,1,1,1
"43220",1,1,1,1,1
"43221",0,0,0,0,0
"43222",0,0,0,0,0
"43223",0,0,0,0,0
"43224",1,1,1,1,1
"43225",1,1,1,1,1
"43226",0,0,0,0,0
"43227",0,0,0,0,0
"43228",0,0,0,0,0
"43229",0,0,0,0,0
"43230",0,0,0,0,0
"43231",0,0,0,0,0
"43232",1,1,1,1,1
"43233",0,0,0,0,0
"43234",0,0,0,0,0
"43235",0,0,0,0,0
"43236",1,1,1,1,1
"43237",1,1,1,1,1
"43238",1,1,1,1,1
"43239",0,0,0,0,0
"43240",0,0,0,0,0
"43241",0,0,0,0,0
"43242",1,1,1,1,1
"43243",0,0,0,0,0
"43244",0,0,0,0,0
"43245",0,0,0,0,0
"43246",0,0,0,0,0
"43247",0,0,0,0,0
"43248",0,0,0,0,0
"43249",0,0,0,0,0
"43250",1,1,1,1,1
"43251",0,0,0,0,0
"43252",0,0,0,0,0
"43253",0,0,0,0,0
"43254",1,1,1,1,1
"43255",0,0,0,0,0
"43256",0,0,0,0,0
"43257",1,1,1,1,1
"43258",0,0,0,0,0
"43259",0,0,0,0,0
"43260",0,0,0,0,0
"43261",0,0,0,0,0
"43262",0,0,0,0,0
"43263",0,0,0,0,0
"43264",0,0,0,0,0
"43265",0,0,0,0,0
"43266",1,1,1,1,1
"43267",0,0,0,0,0
"43268",0,0,0,0,0
"43269",0,0,0,0,0
"43270",0,0,0,0,0
"43271",0,0,0,0,0
"43272",0,0,0,0,0
"43273",0,0,0,0,0
"43274",0,0,0,0,0
"43275",0,0,0,0,0
"43276",0,0,0,0,0
"43277",0,0,0,0,0
"43278",0,0,0,0,0
"43279",1,1,1,1,1
"43280",0,0,0,0,0
"43281",1,1,1,1,1
"43282",1,1,1,1,1
"43283",0,0,0,0,0
"43284",0,0,0,0,0
"43285",0,0,0,0,0
"43286",0,0,0,0,0
"43287",0,0,0,0,0
"43288",0,0,0,0,0
"43289",0,0,0,0,0
"43290",1,1,1,1,1
"43291",0,0,0,0,0
"43292",1,1,1,1,1
"43293",0,0,0,0,0
"43294",0,0,0,0,0
"43295",0,0,0,0,0
"43296",0,0,0,0,0
"43297",0,0,0,0,0
"43298",0,0,0,0,0
"43299",0,0,0,0,0
"43300",1,1,1,1,1
"43301",0,0,0,0,0
"43302",0,0,0,0,0
"43303",0,0,0,0,0
"43304",0,0,0,0,0
"43305",0,0,0,0,0
"43306",1,1,1,1,1
"43307",0,0,0,0,0
"43308",1,1,1,1,1
"43309",0,0,0,0,0
"43310",1,1,1,1,1
"43311",1,1,1,1,1
"43312",0,0,0,0,0
"43313",0,0,0,0,0
"43314",1,1,1,1,1
"43315",0,0,0,0,0
"43316",1,1,1,1,1
"43317",1,1,1,1,1
"43318",0,0,0,0,0
"43319",0,0,0,0,0
"43320",0,0,0,0,0
"43321",1,1,1,1,1
"43322",0,0,0,0,0
"43323",0,0,0,0,0
"43324",1,1,1,1,1
"43325",0,0,0,0,0
"43326",1,1,1,1,1
"43327",0,0,0,0,0
"43328",0,0,0,0,0
"43329",0,0,0,0,0
"43330",0,0,0,0,0
"43331",0,0,0,0,0
"43332",0,0,0,0,0
"43333",0,0,0,0,0
"43334",0,0,0,0,0
"43335",1,1,1,1,1
"43336",0,0,0,0,0
"43337",1,1,1,1,1
"43338",0,0,0,0,0
"43339",0,0,0,0,0
"43340",0,0,0,0,0
"43341",0,0,0,0,0
"43342",1,1,1,1,1
"43343",0,0,0,0,0
"43344",1,1,1,1,1
"43345",0,0,0,0,0
"43346",0,0,0,0,0
"43347",0,0,0,0,0
"43348",0,0,0,0,0
"43349",1,1,1,1,1
"43350",1,1,1,1,1
"43351",0,0,0,0,0
"43352",0,0,0,0,0
"43353",0,0,0,0,0
"43354",0,0,0,0,0
"43355",0,0,0,0,0
"43356",0,0,0,0,0
"43357",1,1,1,1,1
"43358",1,1,1,1,1
"43359",1,1,1,1,1
"43360",1,1,1,1,1
"43361",1,1,1,1,1
"43362",1,1,1,1,1
"43363",0,0,0,0,0
"43364",0,0,0,0,0
"43365",0,0,0,0,0
"43366",0,0,0,0,0
"43367",0,0,0,0,0
"43368",0,0,0,0,0
"43369",1,1,1,1,1
"43370",0,0,0,0,0
"43371",0,0,0,0,0
"43372",0,0,0,0,0
"43373",1,1,1,1,1
"43374",1,1,1,1,1
"43375",1,1,1,1,1
"43376",0,0,0,0,0
"43377",0,0,0,0,0
"43378",0,0,0,0,0
"43379",0,0,0,0,0
"43380",0,0,0,0,0
"43381",0,0,0,0,0
"43382",0,0,0,0,0
"43383",0,0,0,0,0
"43384",1,1,1,1,1
"43385",0,0,0,0,0
"43386",0,0,0,0,0
"43387",1,1,1,1,1
"43388",0,0,0,0,0
"43389",0,0,0,0,0
"43390",0,0,0,0,0
"43391",0,0,0,0,0
"43392",0,0,0,0,0
"43393",0,0,0,0,0
"43394",0,0,0,0,0
"43395",0,0,0,0,0
"43396",0,0,0,0,0
"43397",1,1,1,1,1
"43398",0,0,0,0,0
"43399",1,1,1,1,1
"43400",0,0,0,0,0
"43401",0,0,0,0,0
"43402",0,0,0,0,0
"43403",0,0,0,0,0
"43404",1,1,1,1,1
"43405",1,1,1,1,1
"43406",0,0,0,0,0
"43407",1,1,1,1,1
"43408",0,0,0,0,0
"43409",0,0,0,0,0
"43410",1,1,1,1,1
"43411",0,0,0,0,0
"43412",1,1,1,1,1
"43413",0,0,0,0,0
"43414",0,0,0,0,0
"43415",0,0,0,0,0
"43416",1,1,1,1,1
"43417",0,0,0,0,0
"43418",0,0,0,0,0
"43419",0,0,0,0,0
"43420",0,0,0,0,0
"43421",0,0,0,0,0
"43422",1,1,1,1,1
"43423",0,0,0,0,0
"43424",0,0,0,0,0
"43425",0,0,0,0,0
"43426",0,0,0,0,0
"43427",0,0,0,0,0
"43428",1,1,1,1,1
"43429",1,1,1,1,1
"43430",0,0,0,0,0
"43431",0,0,0,0,0
"43432",0,0,0,0,0
"43433",0,0,0,0,0
"43434",0,0,0,0,0
"43435",1,1,1,1,1
"43436",1,1,1,1,1
"43437",1,1,1,1,1
"43438",0,0,0,0,0
"43439",0,0,0,0,0
"43440",1,1,1,1,1
"43441",1,1,1,1,1
"43442",0,0,0,0,0
"43443",0,0,0,0,0
"43444",0,0,0,0,0
"43445",1,1,1,1,1
"43446",1,1,1,1,1
"43447",1,1,1,1,1
"43448",0,0,0,0,0
"43449",0,0,0,0,0
"43450",1,1,1,1,1
"43451",0,0,0,0,0
"43452",0,0,0,0,0
"43453",0,0,0,0,0
"43454",0,0,0,0,0
"43455",1,1,1,1,1
"43456",1,1,1,1,1
"43457",0,0,0,0,0
"43458",0,0,0,0,0
"43459",0,0,0,0,0
"43460",0,0,0,0,0
"43461",0,0,0,0,0
"43462",0,0,0,0,0
"43463",0,0,0,0,0
"43464",0,0,0,0,0
"43465",0,0,0,0,0
"43466",0,0,0,0,0
"43467",1,1,1,1,1
"43468",0,0,0,0,0
"43469",1,1,1,1,1
"43470",0,0,0,0,0
"43471",1,1,1,1,1
"43472",0,0,0,0,0
"43473",0,0,0,0,0
"43474",0,0,0,0,0
"43475",0,0,0,0,0
"43476",0,0,0,0,0
"43477",0,0,0,0,0
"43478",1,1,1,1,1
"43479",0,0,0,0,0
"43480",0,0,0,0,0
"43481",1,1,1,1,1
"43482",1,1,1,1,1
"43483",0,0,0,0,0
"43484",0,0,0,0,0
"43485",0,0,0,0,0
"43486",1,1,1,1,1
"43487",0,0,0,0,0
"43488",0,0,0,0,0
"43489",0,0,0,0,0
"43490",0,0,0,0,0
"43491",1,1,1,1,1
"43492",0,0,0,0,0
"43493",0,0,0,0,0
"43494",0,0,0,0,0
"43495",0,0,0,0,0
"43496",1,1,1,1,1
"43497",0,0,0,0,0
"43498",1,1,1,1,1
"43499",1,1,1,1,1
"43500",0,0,0,0,0
"43501",0,0,0,0,0
"43502",0,0,0,0,0
"43503",0,0,0,0,0
"43504",0,0,0,0,0
"43505",1,1,1,1,1
"43506",0,0,0,0,0
"43507",0,0,0,0,0
"43508",0,0,0,0,0
"43509",1,1,1,1,1
"43510",1,1,1,1,1
"43511",1,1,1,1,1
"43512",1,1,1,1,1
"43513",1,1,1,1,1
"43514",0,0,0,0,0
"43515",0,0,0,0,0
"43516",0,0,0,0,0
"43517",0,0,0,0,0
"43518",1,1,1,1,1
"43519",0,0,0,0,0
"43520",0,0,0,0,0
"43521",0,0,0,0,0
"43522",0,0,0,0,0
"43523",1,1,1,1,1
"43524",0,0,0,0,0
"43525",1,1,1,1,1
"43526",0,0,0,0,0
"43527",0,0,0,0,0
"43528",0,0,0,0,0
"43529",0,0,0,0,0
"43530",0,0,0,0,0
"43531",1,1,1,1,1
"43532",0,0,0,0,0
"43533",0,0,0,0,0
"43534",0,0,0,0,0
"43535",0,0,0,0,0
"43536",1,1,1,1,1
"43537",0,0,0,0,0
"43538",0,0,0,0,0
"43539",1,1,1,1,1
"43540",0,0,0,0,0
"43541",0,0,0,0,0
"43542",0,0,0,0,0
"43543",1,1,1,1,1
"43544",0,0,0,0,0
"43545",1,1,1,1,1
"43546",1,1,1,1,1
"43547",0,0,0,0,0
"43548",0,0,0,0,0
"43549",1,1,1,1,1
"43550",0,0,0,0,0
"43551",0,0,0,0,0
"43552",1,1,1,1,1
"43553",0,0,0,0,0
"43554",0,0,0,0,0
"43555",1,1,1,1,1
"43556",0,0,0,0,0
"43557",0,0,0,0,0
"43558",1,1,1,1,1
"43559",0,0,0,0,0
"43560",0,0,0,0,0
"43561",1,1,1,1,1
"43562",0,0,0,0,0
"43563",0,0,0,0,0
"43564",0,0,0,0,0
"43565",0,0,0,0,0
"43566",0,0,0,0,0
"43567",0,0,0,0,0
"43568",0,0,0,0,0
"43569",1,1,1,1,1
"43570",0,0,0,0,0
"43571",0,0,0,0,0
"43572",1,1,1,1,1
"43573",0,0,0,0,0
"43574",0,0,0,0,0
"43575",0,0,0,0,0
"43576",0,0,0,0,0
"43577",0,0,0,0,0
"43578",1,1,1,1,1
"43579",0,0,0,0,0
"43580",0,0,0,0,0
"43581",0,0,0,0,0
"43582",0,0,0,0,0
"43583",1,1,1,1,1
"43584",1,1,1,1,1
"43585",1,1,1,1,1
"43586",0,0,0,0,0
"43587",0,0,0,0,0
"43588",0,0,0,0,0
"43589",1,1,1,1,1
"43590",0,0,0,0,0
"43591",0,0,0,0,0
"43592",0,0,0,0,0
"43593",1,1,1,1,1
"43594",0,0,0,0,0
"43595",1,1,1,1,1
"43596",1,1,1,1,1
"43597",0,0,0,0,0
"43598",0,0,0,0,0
"43599",0,0,0,0,0
"43600",0,0,0,0,0
"43601",1,1,1,1,1
"43602",0,0,0,0,0
"43603",0,0,0,0,0
"43604",0,0,0,0,0
"43605",0,0,0,0,0
"43606",1,1,1,1,1
"43607",0,0,0,0,0
"43608",0,0,0,0,0
"43609",0,0,0,0,0
"43610",0,0,0,0,0
"43611",0,0,0,0,0
"43612",0,0,0,0,0
"43613",0,0,0,0,0
"43614",0,0,0,0,0
"43615",0,0,0,0,0
"43616",0,0,0,0,0
"43617",0,0,0,0,0
"43618",0,0,0,0,0
"43619",0,0,0,0,0
"43620",1,1,1,1,1
"43621",1,1,1,1,1
"43622",0,0,0,0,0
"43623",0,0,0,0,0
"43624",0,0,0,0,0
"43625",1,1,1,1,1
"43626",0,0,0,0,0
"43627",0,0,0,0,0
"43628",1,1,1,1,1
"43629",0,0,0,0,0
"43630",1,1,1,1,1
"43631",0,0,0,0,0
"43632",1,1,1,1,1
"43633",0,0,0,0,0
"43634",1,1,1,1,1
"43635",0,0,0,0,0
"43636",0,0,0,0,0
"43637",0,0,0,0,0
"43638",1,1,1,1,1
"43639",0,0,0,0,0
"43640",0,0,0,0,0
"43641",0,0,0,0,0
"43642",1,1,1,1,1
"43643",0,0,0,0,0
"43644",0,0,0,0,0
