"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0,0,0,0,0,0,0,0,0,0,0.572368421052632,0.396099290780142,0.598684210526316,0.397951142631994
"2",0,0,0,0,0,0,0,0,0,0,0.605263157894737,0.438620689655172,0.598684210526316,0.398936170212766
"3",0,0,0,0,0,0,0,0,0,0,0.559210526315789,0.39672131147541,0.559210526315789,0.39672131147541
"4",0,0,0,0,0,0,0,0,0,0,0.651315789473684,0.542429792429792,0.657894736842105,0.546526054590571
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
