,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
5,0.782855263157895,0.651570555438024,0.712881578947368,0.466613495047188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.782855263157895,0.651570555438024,0.702276315789474,0.43121981354968,0.719026315789474,0.466114175497406,0.70875,0.446120579107463,0.704605263157895,0.427148954484354,0.705855263157895,0.429488623875507,0.706947368421053,NA,0.707618421052632,NA,,,,,,,,,,,,,,,,
2,0.782855263157895,0.651570555438024,0.691947368421053,0.375176387444889,0.705144736842105,0.434636419020846,0.695671052631579,0.413281568367401,0.694486842105263,0.367709434786699,0.694578947368421,0.366269933979876,0.695710526315789,NA,0.696368421052632,NA,,,,,,,,,,,,,,,,
3,0.782855263157895,0.651570555438024,0.690552631578947,0.406772903674138,0.718631578947368,0.473701349054754,0.695763157894737,0.438273863539133,0.690776315789474,0.405976504041948,0.690828947368421,0.406002580014574,0.695881578947368,NA,0.695894736842105,NA,,,,,,,,,,,,,,,,
4,0.782855263157895,0.651570555438024,0.702421052631579,0.4298227656839,0.714460526315789,0.44852374760997,0.694460526315789,0.4206671703826,0.702592105263158,0.429191337734577,0.702592105263158,0.429185578599841,0.699184210526316,NA,0.699184210526316,NA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.463142857142857,NA,0.571571428571429,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.70777175897748,0.182757069261695,0.772644704808278,0.105870375786796,0.636517422398052,0.105878759199778,0.738238892270237,0.106007654161961,0.780170039561777,0.105349743389363,0.780358490566038,0.10569787540068,0.815927723676202,NA,0.816082775410834,NA,,,,,,,,,,,,,,,,
,0.70777175897748,0.182757069261695,0.817518639683506,0.077384641566593,0.686769096165551,0.0917746685459,0.765790094339623,0.085210378059071,0.828576384662203,0.075502996423048,0.827690124771759,0.075961517683195,0.872882455873402,NA,0.871903149726111,NA,,,,,,,,,,,,,,,,
,0.70777175897748,0.182757069261695,0.796239881314668,0.079764388068493,0.510942178940962,0.091030527521096,0.65042300669507,0.086050706777139,0.797244978697505,0.079648481840036,0.797283855751674,0.079649544728434,0.844435331710286,NA,0.844412735849057,NA,,,,,,,,,,,,,,,,
,0.70777175897748,0.182757069261695,0.796138846622033,0.079119165826669,0.231685027388923,NA,0.771060483870968,0.080320398259609,0.79713047778454,0.078992713479007,0.797420419963481,0.078983070402035,0.834416311625076,NA,0.834418974437006,NA,,,,,,,,,,,,,,,,
