project,dataset,model_name,volume_id,samples,sncc,ged,iou_spleen,iou_liver,iou_mean,dice_spleen,dice_liver,dice_mean,surface_distance_prtogt_spleen,surface_distance_prtogt_liver,surface_distance_prtogt_mean,surface_distance_gttopr_spleen,surface_distance_gttopr_liver,surface_distance_gttopr_mean,surface_distance_avg_spleen,surface_distance_avg_liver,surface_distance_avg_mean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,full_bayesian_KORA_v4,KORA2461930,10,0.38265375556437664,0.15641266115059466,0.8495504813429867,0.8882552089250415,0.8689028451340142,0.9157567024230957,0.9402788281440735,0.9280177354812622,0.9534120906420209,0.9258885851578273,0.9396503378999241,0.9380255341385861,0.9137716744164627,0.9258986042775244,0.9457188123903035,0.919830129787145,0.9327744710887242
0,0,full_bayesian_KORA_v4,KORA2453427,10,0.7542980507609445,0.13585294049657248,0.849597423510467,0.9110686328053886,0.8803330281579278,0.9248174428939819,0.9506126642227173,0.9377150535583496,0.9881036401631391,0.9489318514114823,0.9685177457873106,0.9893384348180074,0.9359941072838084,0.962666271050908,0.9887210374905733,0.9424629793476453,0.9655920084191093
0,0,full_bayesian_KORA_v4,KORA2459365,10,0.2522605553040827,0.11038770206293874,0.8863223650759061,0.9100719424460432,0.8981971537609746,0.9463508725166321,0.9530338644981384,0.9496923685073853,0.9885391097138183,0.922826778929325,0.9556829443215716,0.9822151090898111,0.9111429218395087,0.9466790154646599,0.9853771094018147,0.9169848503844169,0.9511809798931157
0,0,full_bayesian_KORA_v4,KORA2462054,10,0.2372870564111753,0.2118363300747863,0.8256801247617397,0.8698137934800415,0.8477469591208906,0.883467972278595,0.9191499352455139,0.9013089537620544,0.8769506956569879,0.7491101618819094,0.8130304287694486,0.8897068282302272,0.7454731802111696,0.8175900042206984,0.8833287619436075,0.7472916710465395,0.8153102164950736
0,0,full_bayesian_KORA_v4,KORA2461599,10,0.4182117984435707,0.16633290321980493,0.8308918015934207,0.8955986547817285,0.8632452281875747,0.8998957276344299,0.9443866014480591,0.9221411943435669,0.9683384352057411,0.8824447860886581,0.9253916106471995,0.9799849933369301,0.8632655221610462,0.9216252577489882,0.9741617142713357,0.8728551541248522,0.9235084341980939
0,0,full_bayesian_KORA_v4,KORA2455443,10,0.1946082031149986,0.6979221345665955,0.8237939493049877,0.8769259755484844,0.8503599624267361,0.46877169609069824,0.7491006255149841,0.6089361906051636,0.28436255180595266,0.34607362856692836,0.31521809018644054,0.2744537160849117,0.34498145740535047,0.30971758674513106,0.2794081339454322,0.3455275429861394,0.3124678384657858
0,0,full_bayesian_KORA_v4,KORA2461700,10,0.3735539566781385,0.181122238955849,0.837317965890507,0.8998538840393505,0.8685859249649288,0.8884615302085876,0.9466505646705627,0.9175560474395752,0.9156177594949096,0.9272432185287538,0.9214304890118317,0.9482585823828736,0.900452672704559,0.9243556275437164,0.9319381709388916,0.9138479456166564,0.9228930582777741
0,0,full_bayesian_KORA_v4,KORA2453207,10,0.6527689217651875,0.13238446558441952,0.8227601558152476,0.8805255234706446,0.8516428396429461,0.9181878566741943,0.957459032535553,0.9378234148025513,0.9729808620446404,0.9617425951091975,0.9673617285769189,0.917732043592866,0.9535877210862538,0.9356598823395599,0.9453564528187532,0.9576651580977256,0.9515108054582395
0,0,full_bayesian_KORA_v4,KORA2453015,10,0.3870491763471575,0.12104967210189727,0.9008675020390006,0.8984035133040558,0.8996355076715281,0.937233567237854,0.9528399109840393,0.945036768913269,0.9706849653339897,0.9219725037970579,0.9463287345655238,0.9762913131537876,0.9528698574565555,0.9645805853051715,0.9734881392438887,0.9374211806268067,0.9554546599353477
0,0,full_bayesian_KORA_v4,KORA2459994,10,0.03119189072021887,0.17730888998708016,0.8792747303190268,0.9061441652381151,0.892709447778571,0.9173343777656555,0.921688437461853,0.9195114374160767,0.9641217817935858,0.8188180763631971,0.8914699290783914,0.9592697277701525,0.8139978366887425,0.8866337822294474,0.9616957547818692,0.8164079565259699,0.8890518556539195
0,0,full_bayesian_KORA_v4,KORA2452711,10,0.4825422354017637,0.14770007694415005,0.8341897595889154,0.9018576639239969,0.8680237117564562,0.9151276350021362,0.9476379752159119,0.9313827753067017,0.9701635072431267,0.9201937235122483,0.9451786153776875,0.9628984556626362,0.9157451486888231,0.9393218021757297,0.9665309814528815,0.9179694361005357,0.9422502087767085
0,0,full_bayesian_KORA_v4,KORA2462328,10,0.24121926580383501,0.1522241054849981,0.861999222092571,0.917030413657487,0.889514817875029,0.9052696824073792,0.9556371569633484,0.9304534196853638,0.9502450233857528,0.9484148638783322,0.9493299436320425,0.9554398097124025,0.9268862531744606,0.9411630314434316,0.9528424165490776,0.9376505585263963,0.945246487537737
